stand,date_1,nb_cats_1,date_2,date_3,date_4,nb_people_4,date_5,nb_people_5,time_property_5,nb_cats_5,date_6,nb_people_6,newhouse_6,date_7,nb_people_7,moving_7,date_8,nb_people_8,moving_8,ndohh_8,dohh_enough_8,dohh_toomany_8,date_9,nb_people_9,moving_9,ndohh_9,dohh_enough_9,dohh_toomany_9,dohh_number_9,date_10,nb_people_10,moving_10,ndohh_10,dohh_enough_10,dohh_toomany_10,dohh_number_10,date_11,nb_people_11,ndohh_11,dohh_enough_11,dohh_toomany_11,dohh_number_11,date_12,inhabited_12,stand_household_12,time_property_12,new_house_12,ndohh_12,dohh_toomany_12,dohh_enough_12
C-50043,10/31/2011,0,,11/12/2012,1,08/10/2012,08/21/2013,1,4,0,01/20/2014,1,0,06/26/2014,2,1,12/05/2014,2,1,0,,,,,,,,,,10/30/2015,3,1,0,,,,23-Feb-16,3,0,,,,,,,,,,,
C-50044,10/31/2011,0,12/15/2011,11/12/2012,4,08/10/2012,08/21/2013,4,4,0,01/20/2014,4,0,06/26/2014,4,1,11/11/2014,4,1,0,,,05/20/2015,4,1,0,,,,11/03/2015,4,1,0,,,,15-Feb-16,4,0,,,,2016/10/11,1,2,4,,88,,
C-50045,10/31/2011,0,,,,08/10/2012,08/21/2013,3,4,0,01/20/2014,2,0,06/26/2014,2,1,,,,,,,05/20/2015,2,1,0,,,,,,,,,,,15-Feb-16,2,0,,,,2016/10/11,1,1,4,,0,,
C-50046,07/14/2011,1,,,,08/10/2012,08/21/2013,7,4,0,01/20/2014,3,0,06/26/2014,8,1,11/11/2014,8,1,1,,,05/20/2015,6,1,1,,,1,11/03/2015,6,1,1,,,1,15-Feb-16,6,1,,,1,2016/10/11,1,1,4,,88,,
C-50047,,,,11/12/2012,5,08/10/2012,08/21/2013,5,4,0,01/20/2014,5,0,06/26/2014,5,1,11/11/2014,5,1,88,,,05/20/2015,6,1,88,,,,11/03/2015,5,1,1,,,1,15-Feb-16,5,88,,,,2016/10/11,1,1,4,,88,,
C-50048,07/18/2011,0,,11/12/2012,1,08/10/2012,08/21/2013,4,4,0,01/20/2014,4,0,06/26/2014,4,1,11/11/2014,4,1,0,,,05/20/2015,0,1,0,,,,11/03/2015,4,1,0,,,,15-Feb-16,4,0,,,,2016/10/11,1,1,4,,0,,
C-50049,07/18/2011,0,,11/12/2012,1,08/10/2012,08/21/2013,1,4,0,01/20/2014,1,0,06/26/2014,2,1,11/11/2014,2,1,0,,,05/20/2015,2,1,0,,,,11/03/2015,2,1,0,,,,15-Feb-16,2,0,,,,2016/10/11,1,1,4,,88,,
C-50050,07/18/2011,0,,11/12/2012,2,08/10/2012,08/21/2013,2,4,0,01/20/2014,4,0,06/26/2014,2,1,11/11/2014,2,1,88,,,05/20/2015,2,1,88,,,,11/03/2015,3,1,88,,,,15-Feb-16,2,88,,,,2016/10/11,1,1,4,,88,,
C-50055,10/31/2011,0,12/15/2011,11/12/2012,1,08/08/2012,,,,,01/20/2014,3,0,06/26/2014,4,1,12/05/2014,4,1,0,,,,,,,,,,10/30/2015,4,1,1,,,,23-Feb-16,4,1,,,1,,,,,,,,
C-50056,10/31/2011,0,12/15/2011,11/12/2012,1,08/08/2012,08/19/2013,1,4,0,01/20/2014,2,0,06/26/2014,2,1,12/05/2014,2,1,0,,,,,,,,,,10/30/2015,2,1,1,,,,23-Mar-16,2,1,,,,2016/10/11,1,1,4,,0,,
C-50057,10/31/2011,0,12/14/2011,11/12/2012,88,08/08/2012,08/19/2013,3,4,0,01/20/2014,6,0,06/26/2014,3,1,12/05/2014,3,1,0,,,,,,,,,,10/30/2015,3,1,1,,,1,23-Mar-16,3,1,,,,2016/10/11,1,1,4,,0,,
C-50058,10/31/2011,0,12/14/2011,11/12/2012,2,08/08/2012,08/19/2013,2,4,0,03/27/2014,2,0,06/27/2014,2,1,,,,,,,,,,,,,,10/30/2015,3,1,0,,,,23-Mar-16,3,0,,,,2016/10/11,1,1,4,,88,,
C-50059,10/31/2011,0,,11/12/2012,1,08/10/2012,08/19/2013,1,4,0,03/27/2014,1,0,06/27/2014,1,1,,,,,,,,,,,,,,10/30/2015,2,1,88,,,,23-Mar-16,2,88,,,,2016/10/11,1,1,4,,0,,
C-50060,10/31/2011,0,,11/12/2012,3,08/10/2012,08/21/2013,3,4,0,01/20/2014,1,0,06/26/2014,3,1,11/11/2014,3,1,88,,,05/20/2015,3,1,88,,,,11/03/2015,3,1,88,,,,15-Feb-16,3,88,,,,2016/10/11,1,1,4,,88,,
C-50061,10/31/2011,0,,11/12/2012,7,08/10/2012,08/21/2013,7,4,0,01/20/2014,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/10/11,0,,,,,,
C-50062,07/14/2011,0,,11/12/2012,5,08/10/2012,08/21/2013,5,4,0,01/20/2014,4,0,06/26/2014,5,1,11/11/2014,5,1,0,,,05/20/2015,5,1,0,,,,11/03/2015,5,1,0,,,,15-Feb-16,5,0,,,,2016/10/11,1,1,4,,88,,
C-50063,10/31/2011,0,,11/12/2012,6,08/10/2012,08/21/2013,5,4,0,01/20/2014,7,0,06/26/2014,4,1,11/11/2014,4,1,1,,,05/20/2015,4,1,1,,,1,11/03/2015,4,1,1,,,1,15-Feb-16,4,1,,,1,2016/10/11,1,1,4,,88,,
C-50064,,,,11/12/2012,4,08/10/2012,08/21/2013,4,4,0,01/20/2014,1,0,06/26/2014,4,1,11/11/2014,4,1,0,,,05/20/2015,4,1,1,,,2,11/03/2015,4,1,1,,,,15-Feb-16,4,0,,,,,,,,,,,
C-50065,,,,12/05/2012,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-50066,,,,12/05/2012,3,05/24/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-50067,,,,12/11/2012,6,05/24/2012,08/21/2013,6,4,0,01/20/2014,5,0,06/26/2014,6,1,11/11/2014,6,1,0,,,05/20/2015,0,1,0,,,,11/03/2015,5,1,0,,,,15-Feb-16,5,0,,,,2016/10/18,1,1,4,,88,,
C-50068,,,,12/04/2012,5,05/24/2012,08/21/2013,2,4,0,01/20/2014,3,0,06/26/2014,7,1,11/11/2014,7,1,1,,,05/20/2015,6,1,1,,,2,11/03/2015,6,1,1,,,1,15-Feb-16,6,1,,,1,2016/10/18,1,1,4,,0,,
C-50069,,,,12/04/2012,5,05/24/2012,08/21/2013,7,4,0,01/20/2014,5,0,06/26/2014,10,1,,,,,,,,,,,,,,,,,,,,,23-Mar-16,7,1,,,,2016/10/18,1,1,4,,1,,
C-50070,,,,12/05/2012,7,05/24/2012,08/21/2013,8,4,0,01/20/2014,1,0,06/26/2014,1,1,11/11/2014,1,1,0,,,05/20/2015,1,1,0,,,,11/03/2015,4,1,1,,,1,15-Feb-16,1,88,,,,2016/10/18,0,,,,,,
C-50071,,,,11/13/2012,6,08/10/2012,08/21/2013,6,4,0,01/20/2014,6,0,06/26/2014,6,1,11/11/2014,6,1,0,,,05/20/2015,6,1,0,,,,11/05/2015,6,1,0,,,,15-Feb-16,6,0,,,,2016/10/18,1,1,4,,88,,
C-50072,,,,11/13/2012,4,08/10/2012,08/21/2013,5,4,0,01/20/2014,5,0,06/26/2014,4,1,11/11/2014,4,1,1,,,05/20/2015,4,1,1,,,2,11/05/2015,4,2,0,,,,15-Feb-16,4,1,,,1,2016/10/18,1,1,4,,88,,
C-50073,,,,,,08/10/2012,08/21/2013,3,4,0,,,,06/26/2014,3,1,11/11/2014,3,1,88,,,05/20/2015,3,1,1,,,1,11/05/2015,3,1,1,,,1,24-Mar-16,3,1,,,1,2016/10/18,0,,,,,,
C-50074,,,,11/13/2012,1,08/10/2012,08/21/2013,1,4,0,01/20/2014,1,0,06/26/2014,1,1,11/11/2014,1,1,0,,,05/20/2015,1,1,0,,,,11/05/2015,1,1,0,,,,24-Mar-16,1,1,,,1,2016/10/18,1,1,4,,88,,
C-50075,,,,11/12/2012,88,08/10/2012,08/21/2013,4,4,0,01/20/2014,4,0,06/26/2014,4,1,11/11/2014,4,1,0,,,,,,,,,,,,,,,,,15-Feb-16,4,0,,,,2016/10/11,1,1,4,,,,1
C-50076,,,,11/12/2012,4,08/10/2012,08/21/2013,1,4,0,01/20/2014,1,0,06/26/2014,4,1,11/11/2014,4,1,0,,,05/20/2015,4,1,0,,,,,,,,,,,15-Feb-16,4,0,,,,,,,,,,,
C-50077,,,,12/21/2012,8,08/10/2012,08/21/2013,3,4,0,01/20/2014,6,0,06/26/2014,5,1,11/11/2014,5,1,1,,,05/20/2015,5,1,1,,,1,,,,,,,,24-Mar-16,5,1,,,1,,,,,,,,
C-50078,,,,11/12/2012,4,,08/21/2013,4,4,0,01/20/2014,4,0,06/26/2014,4,1,11/11/2014,4,1,1,,,05/20/2015,0,1,1,,,2,,,,,,,,15-Feb-16,4,1,,,1,2016/10/18,1,1,4,,88,,
C-50079,10/31/2011,0,12/14/2011,01/04/2013,4,08/10/2012,08/21/2013,6,4,0,03/27/2014,4,0,06/27/2014,4,1,11/18/2014,4,1,,1,0,,,,,,,,10/30/2015,6,1,,88,,,23-Mar-16,6,,88,,,2016/10/11,1,1,4,,,0,0
C-50080,10/31/2011,0,12/14/2011,11/12/2012,1,08/08/2012,08/19/2013,1,2,0,03/27/2014,1,0,06/27/2014,1,1,,,,,,,05/29/2015,3,1,1,,,1,10/30/2015,1,1,0,,,,24-Mar-16,1,0,,,,2016/10/11,1,1,4,,0,,
C-50081,,,,11/12/2012,5,08/08/2012,08/19/2013,5,4,0,03/27/2014,5,0,,,,12/05/2014,5,1,0,,,05/29/2015,5,1,88,,,,10/30/2015,5,1,88,,,,24-Mar-16,5,88,,,,2016/10/11,1,1,4,,88,,
C-50082,10/31/2011,0,12/13/2011,11/12/2012,1,08/08/2012,08/19/2013,1,4,0,03/27/2014,1,0,06/27/2014,2,1,,,,,,,05/29/2015,2,1,0,,,,10/30/2015,2,1,0,,,,15-Feb-16,2,0,,,,2016/10/11,1,1,4,,88,,
C-50083,,,,11/12/2012,1,08/08/2012,08/19/2013,1,4,0,03/27/2014,1,0,06/27/2014,1,1,12/05/2014,1,1,0,,,05/29/2015,2,1,1,,,1,10/30/2015,2,1,1,,,,15-Feb-16,2,1,,,1,,,,,,,,
C-50084,07/14/2011,0,12/14/2011,11/12/2012,4,08/08/2012,08/19/2013,5,4,0,03/27/2014,4,0,06/27/2014,4,1,12/05/2014,4,1,0,,,05/29/2015,4,1,0,,,,10/30/2015,4,1,0,,,,15-Feb-16,4,0,,,,2016/10/11,1,1,4,,88,,
C-50085,10/31/2011,0,,11/12/2012,2,08/08/2012,09/11/2013,2,4,0,03/27/2014,2,0,06/27/2014,3,1,12/05/2014,3,1,0,,,05/29/2015,3,1,1,,,1,10/30/2015,3,1,1,,,1,15-Feb-16,3,1,,,1,2016/10/11,1,1,4,,0,,
C-50086,10/31/2011,0,,11/12/2012,4,08/08/2012,08/19/2013,4,4,0,03/27/2014,4,0,06/27/2014,4,1,12/05/2014,4,1,0,,,05/29/2015,6,1,1,,,1,10/30/2015,6,1,1,,,1,15-Feb-16,6,1,,,1,2016/10/11,1,1,4,,88,,
C-50087,10/31/2011,0,,11/21/2012,88,08/06/2012,08/26/2013,3,4,0,01/20/2014,3,0,06/27/2014,4,1,12/05/2014,4,1,0,,,05/26/2015,4,1,88,,,,11/05/2015,4,1,88,,,,,,,,,,2016/10/20,1,1,4,,0,,
C-50088,,,,11/21/2012,7,08/06/2012,08/26/2013,7,4,0,01/20/2014,10,0,06/27/2014,10,1,12/05/2014,10,1,0,,,05/26/2015,10,1,1,,,1,11/05/2015,10,1,1,,,1,,,,,,,2016/10/20,1,1,4,,0,,
C-50089,10/31/2011,0,12/14/2011,11/21/2012,4,08/06/2012,08/26/2013,4,4,0,01/20/2014,4,0,06/27/2014,5,1,12/05/2014,5,1,1,,,05/26/2015,5,1,1,,,1,11/05/2015,5,1,1,,,1,24-Mar-16,5,1,,,1,2016/10/20,1,1,4,,0,,
C-50090,10/31/2011,0,12/14/2011,11/21/2012,4,08/06/2012,08/26/2013,4,4,0,01/20/2014,6,0,06/27/2014,4,1,12/05/2014,4,1,1,,,05/26/2015,4,1,88,,,,11/05/2015,7,1,88,,,,24-Mar-16,4,88,,,,2016/10/20,1,1,4,,88,,
C-50091,10/31/2011,0,12/14/2011,,,08/03/2012,08/26/2013,3,4,0,01/20/2014,5,0,06/27/2014,3,1,12/05/2014,3,1,1,,,,,,,,,,,,,,,,,,,,,,,2016/10/20,1,1,4,,88,,
C-50092,,,12/14/2011,11/09/2012,4,08/03/2012,08/26/2013,4,4,0,04/14/2014,5,0,06/27/2014,5,1,,,,,,,05/26/2015,5,1,,0,,2,11/05/2015,5,1,,88,,,18-Mar-16,5,,88,,,2016/10/20,1,1,4,,,0,0
C-50094,10/31/2011,0,12/14/2011,11/21/2012,5,08/03/2012,09/12/2013,6,4,0,03/27/2014,5,0,06/27/2014,5,1,12/05/2014,5,1,0,,,05/28/2015,4,1,1,,,1,11/05/2015,5,1,1,,,1,18-Mar-16,6,,88,,,2016/10/20,1,1,4,,,,88
C-50095,10/31/2011,0,12/14/2011,11/21/2012,88,08/03/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/10/20,1,1,1,1,0,,
C-50096,10/31/2011,0,12/14/2011,11/14/2012,9,08/06/2012,10/01/2013,88,88,,04/22/2014,5,0,08/22/2014,6,1,,,,,,,,,,,,,,11/05/2015,6,1,,0,,,18-Mar-16,6,,88,,,2016/10/20,1,1,4,,,,88
C-50097,10/31/2011,0,,,,08/06/2012,08/26/2013,8,4,0,01/20/2014,5,0,06/27/2014,6,1,12/05/2014,6,1,1,,,05/26/2015,2,1,1,,,,11/05/2015,2,1,0,,,,,,,,,,2016/10/20,1,1,4,,0,,
C-50098,10/31/2011,0,12/13/2011,11/21/2012,5,08/06/2012,09/16/2013,5,4,0,03/27/2014,5,0,06/27/2014,5,1,,,,,,,08/25/2015,5,1,,88,,,11/05/2015,5,1,1,,,1,30-Mar-16,2,88,,,,2016/10/20,1,1,4,,0,,
C-50099,,,,11/13/2012,6,08/10/2012,10/01/2013,6,88,0,01/20/2014,5,0,06/27/2014,6,1,12/05/2014,6,1,1,,,05/28/2015,6,1,1,,,2,11/05/2015,6,1,,88,,,23-Mar-16,6,,88,,,2016/10/20,1,1,4,,,0,0
C-50100,10/31/2011,0,,11/13/2012,4,08/10/2012,08/21/2013,7,4,0,01/20/2014,7,0,06/27/2014,4,1,12/05/2014,4,1,1,,,05/28/2015,4,1,1,,,1,11/05/2015,4,1,1,,,1,23-Mar-16,4,,88,,,2016/10/20,1,1,4,,,,1
C-50101,,,,11/13/2012,3,08/10/2012,08/21/2013,3,4,0,01/20/2014,6,0,06/27/2014,8,1,12/08/2014,8,1,1,,,05/28/2015,6,1,1,,,1,11/05/2015,7,1,0,,,,,,,,,,2016/10/18,1,1,4,,0,,
C-50102,,,12/13/2011,11/13/2012,6,08/10/2012,08/21/2013,5,4,0,01/20/2014,2,0,06/27/2014,6,1,12/08/2014,6,1,1,,,05/28/2015,5,1,1,,,3,11/05/2015,5,1,1,,,1,,,,,,,2016/10/18,1,1,4,,0,,
C-50103,,,12/13/2011,11/13/2012,88,08/10/2012,08/21/2013,1,4,0,01/20/2014,5,0,06/27/2014,4,1,12/08/2014,4,1,0,,,05/28/2015,5,1,88,,,,11/05/2015,5,1,88,,,,,,,,,,2016/10/18,1,1,4,,88,,
C-50104,,,12/13/2011,11/13/2012,5,08/10/2012,08/21/2013,4,4,0,01/20/2014,6,0,06/27/2014,4,1,12/08/2014,4,1,0,,,05/28/2015,4,1,0,,,,11/05/2015,4,1,0,,,,,,,,,,2016/10/18,1,1,4,,1,,
C-50105,,,12/13/2011,11/13/2012,88,08/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15-Apr-16,5,,88,,,,,,,,,,
C-50106,,,12/13/2011,11/13/2012,6,08/10/2012,08/21/2013,5,4,0,01/20/2014,6,0,06/26/2014,6,1,11/11/2014,6,1,0,,,05/28/2015,6,1,0,,,,11/05/2015,6,1,0,,,,,,,,,,2016/10/18,1,1,4,,0,,
C-50107,,,,11/13/2012,3,08/10/2012,08/21/2013,3,4,0,04/22/2014,3,0,06/26/2014,3,1,11/11/2014,3,1,0,,,05/28/2015,4,1,88,,,,11/05/2015,4,1,88,,,,,,,,,,2016/10/18,1,1,4,,0,,
C-50108,,,,,,08/10/2012,,,,,01/20/2014,1,0,06/26/2014,3,1,11/11/2014,3,1,0,,,05/28/2015,3,1,1,,,1,11/05/2015,3,1,1,,,1,24-Mar-16,3,88,,,,2016/10/18,1,1,4,,0,,
C-50109,,,,11/13/2012,1,08/10/2012,08/21/2013,1,4,0,01/20/2014,6,0,06/26/2014,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/10/03,1,1,4,,,,88
C-50110,,,,11/13/2012,88,08/10/2012,,,,,,,,,,,11/11/2014,4,1,0,,,05/20/2015,4,1,0,,,,11/05/2015,4,1,1,,,1,24-Mar-16,4,1,,,1,2016/10/18,1,1,4,,88,,
C-50111,,,,11/13/2012,88,08/10/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-50112,,,,11/13/2012,9,08/10/2012,08/21/2013,9,4,0,01/20/2014,7,0,06/26/2014,9,1,11/11/2014,9,1,1,,,05/20/2015,9,1,0,,,,11/05/2015,9,1,0,,,,24-Mar-16,9,0,,,,2016/10/18,1,1,4,,0,,
C-50113,,,,11/13/2012,2,08/10/2012,08/21/2013,2,4,0,01/20/2014,3,0,06/26/2014,2,1,11/11/2014,2,1,1,,,05/20/2015,2,1,1,,,1,11/05/2015,2,1,1,,,1,,,,,,,2016/10/18,1,1,4,,88,,
C-50114,,,,11/13/2012,4,,,,,,01/20/2014,3,0,06/26/2014,4,1,11/11/2014,4,1,0,,,05/28/2015,4,1,0,,,,10/30/2015,4,1,0,,,,08-Mar-16,4,0,,,,2016/10/18,1,1,4,,88,,
C-50115,,,,11/13/2012,88,08/10/2012,08/21/2013,6,4,0,01/20/2014,6,0,06/26/2014,6,1,11/11/2014,6,1,,0,,08/25/2015,6,1,1,,,1,,,,,,,,,,,,,,2016/10/18,1,1,4,,88,,
C-50116,,,,11/13/2012,3,08/10/2012,08/21/2013,6,4,0,01/20/2014,3,0,06/26/2014,4,1,11/11/2014,4,1,1,,,05/28/2015,3,1,1,,,1,10/30/2015,3,1,1,,,1,08-Mar-16,3,1,,,1,2016/10/18,1,1,4,,0,,
C-50117,,,,11/13/2012,88,08/10/2012,,,,,01/20/2014,8,0,06/26/2014,8,1,,,,,,,08/25/2015,8,1,,88,,,,,,,,,,23-Mar-16,8,,88,,,2016/10/18,1,1,4,,,0,0
C-50118,,,,11/13/2012,88,08/10/2012,08/21/2013,4,4,0,01/20/2014,4,0,06/27/2014,4,1,12/08/2014,1,1,0,,,05/28/2015,1,1,88,,,,10/30/2015,2,1,88,,,,08-Mar-16,2,88,,,,2016/10/18,1,1,4,,88,,
C-50119,,,,11/13/2012,5,08/10/2012,08/21/2013,1,4,0,01/20/2014,3,0,06/27/2014,4,1,12/08/2014,4,1,88,,,05/28/2015,4,1,0,,,,10/30/2015,4,1,0,,,,08-Mar-16,4,0,,,,2016/10/18,1,1,4,,88,,
C-50120,10/31/2011,0,,11/13/2012,1,08/10/2012,08/21/2013,1,4,0,01/20/2014,0,0,06/27/2014,1,1,12/08/2014,1,1,1,,,05/28/2015,2,1,1,,,1,10/30/2015,2,1,0,,,,08-Mar-16,2,1,,,1,2016/10/18,1,1,4,,88,,
C-50121,10/31/2011,0,12/13/2011,11/13/2012,3,08/10/2012,08/21/2013,3,4,0,01/20/2014,4,0,06/27/2014,3,1,12/08/2014,3,1,88,,,05/28/2015,3,1,88,,,,10/30/2015,3,1,88,,,,,,,,,,2016/10/18,1,1,4,,88,,
C-50122,10/31/2011,0,,11/09/2012,88,08/01/2012,,,,,,,,,,,,,,,,,05/28/2015,6,1,1,,,2,10/30/2015,6,1,1,,,1,08-Mar-16,6,1,,,1,,,,,,,,
C-50123,,,,,,08/03/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-50124,,,,11/13/2012,7,08/10/2012,08/21/2013,5,4,0,01/20/2014,6,0,06/27/2014,6,1,12/08/2014,6,1,1,,,,,,,,,,11/05/2015,4,1,88,,,,23-Mar-16,6,1,,,,2016/10/18,1,1,4,,88,,
C-50125,07/11/2011,0,03/19/2012,11/13/2012,6,08/10/2012,,,,,01/20/2014,7,0,06/27/2014,6,1,12/08/2014,6,1,0,,,05/28/2015,7,1,88,,,,10/30/2015,7,1,88,,,,08-Mar-16,7,88,,,,2016/10/20,1,1,4,,0,,
C-50126,,,,11/21/2012,4,08/06/2012,08/26/2013,4,4,0,03/27/2014,4,0,06/24/2014,5,1,11/18/2014,5,1,0,,,05/28/2015,6,1,88,,,,10/30/2015,6,1,88,,,,08-Mar-16,6,88,,,,2016/10/20,1,1,4,,88,,
C-50127,10/31/2011,0,12/15/2011,11/21/2012,88,08/06/2012,,,,,03/27/2014,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-50128,10/31/2011,0,,,,08/06/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C-50129,10/31/2011,0,,11/21/2012,1,08/06/2012,08/26/2013,1,4,0,03/27/2014,1,0,06/24/2014,1,1,11/18/2014,1,1,0,,,05/28/2015,2,1,1,,,1,10/30/2015,2,1,1,,,1,23-Mar-16,1,,88,,,2016/10/25,1,1,4,,0,,
C-50130,,,,11/21/2012,2,08/06/2012,08/26/2013,2,4,0,03/27/2014,2,0,06/27/2014,2,1,,,,,,,05/28/2015,3,1,0,,,,10/30/2015,3,1,0,,,,08-Mar-16,3,88,,,,2016/10/25,1,1,4,,0,,
C-50131,10/31/2011,0,12/15/2011,11/21/2012,6,08/06/2012,08/26/2013,4,1,0,03/27/2014,3,0,06/23/2014,4,1,,,,,,,05/28/2015,2,1,88,,,,10/30/2015,2,1,88,,,,08-Mar-16,2,88,,,,2016/10/25,1,1,4,,0,,
C-50132,,,,11/21/2012,8,08/06/2012,08/26/2013,4,4,0,03/27/2014,5,0,06/23/2014,7,1,,,,,,,05/28/2015,3,1,1,,,1,10/30/2015,3,1,1,,,1,08-Mar-16,3,1,,,,2016/10/25,1,1,4,,0,,
C-50133,,,,11/21/2012,8,08/06/2012,08/26/2013,11,4,0,03/27/2014,8,0,06/24/2014,8,1,11/18/2014,8,1,88,,,05/28/2015,8,1,88,,,,10/30/2015,8,1,88,,,,08-Mar-16,8,88,,,,2016/10/25,1,1,4,,0,,
C-50134,,,,11/21/2012,6,08/06/2012,09/16/2013,3,4,0,03/27/2014,3,0,06/24/2014,3,1,,,,,,,,,,,,,,11/05/2015,4,1,,88,,,,,,,,,,,,,,,,
C-50135,10/31/2011,0,,,,08/06/2012,08/26/2013,,88,88,03/27/2014,5,0,06/24/2014,5,1,,,,,,,,,,,,,,11/05/2015,9,1,,88,,,,,,,,,2016/10/25,1,1,4,,0,,
C-50136,,,,11/21/2012,88,08/06/2012,08/26/2013,11,88,88,04/22/2014,13,0,06/24/2014,13,1,11/18/2014,13,1,,0,,,,,,,,,11/05/2015,12,1,,88,,,,,,,,,2016/10/25,1,1,4,,,,1
C-50137,10/31/2011,0,12/13/2011,11/21/2012,1,08/06/2012,,,,,,,,06/24/2014,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/10/25,1,1,4,,0,,
C-50138,10/31/2011,0,12/14/2011,,,08/10/2012,09/16/2013,1,4,0,04/22/2014,6,0,06/24/2014,6,1,11/18/2014,6,1,1,,,05/28/2015,6,1,1,,,2,11/05/2015,6,1,88,,,,23-Mar-16,6,1,,,,2016/10/25,1,1,4,,0,,
C-50139,,,,,,08/10/2012,,,,,05/07/2014,88,0,06/24/2014,6,1,11/18/2014,6,1,1,,,05/28/2015,4,1,1,,,1,11/05/2015,4,1,88,,,,23-Mar-16,6,1,,,1,,,,,,,,
C-50141,10/31/2011,0,,11/14/2012,3,08/10/2012,08/21/2013,3,4,0,03/27/2014,4,0,,,,,,,,,,09/01/2015,3,1,,88,,,11/05/2015,3,1,,88,,,,,,,,,2016/10/18,1,1,4,,,0,0
C-50142,10/31/2011,0,12/14/2011,,,,08/21/2013,5,4,0,03/27/2014,5,0,06/27/2014,5,1,12/08/2014,5,1,1,,,05/29/2015,5,1,1,,,2,10/30/2015,5,1,1,,,1,15-Feb-16,5,1,,,1,2016/10/17,1,1,4,,88,,
C-50143,,,12/14/2011,11/14/2012,1,08/10/2012,08/21/2013,1,4,0,03/27/2014,1,0,06/27/2014,1,1,12/08/2014,1,1,0,,,05/29/2015,1,1,0,,,,10/30/2015,1,1,0,,,,15-Feb-16,1,0,,,,2016/10/17,1,1,4,,0,,
C-50144,10/31/2011,0,12/14/2011,11/14/2012,2,08/10/2012,08/21/2013,2,4,0,04/28/2014,2,0,06/27/2014,4,1,12/08/2014,4,1,1,,,05/29/2015,4,1,1,,,1,10/30/2015,4,1,1,,,1,15-Feb-16,4,1,,,1,2016/10/17,1,1,4,,88,,
C-50145,,,,11/14/2012,88,08/10/2012,08/21/2013,1,4,0,03/27/2014,2,0,06/27/2014,4,1,12/08/2014,4,1,1,,,05/29/2015,4,1,1,,,1,10/30/2015,4,1,1,,,1,15-Feb-16,4,1,,,1,2016/10/17,1,1,4,,0,,
C-50146,10/31/2011,0,12/15/2011,11/14/2012,1,08/10/2012,08/21/2013,1,4,0,03/27/2014,1,0,06/27/2014,2,1,12/08/2014,4,1,1,,,05/29/2015,4,1,1,,,1,10/28/2015,4,1,1,,,,23-Mar-16,2,0,,,,2016/10/17,1,1,4,,0,,
C-50148,,,,11/14/2012,88,08/10/2012,08/21/2013,6,4,0,03/27/2014,1,0,06/27/2014,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/10/17,1,1,4,,,,1
C-50149,,,,11/14/2012,6,08/10/2012,10/01/2013,5,88,0,03/27/2014,6,0,06/27/2014,6,1,12/08/2014,6,1,0,,,05/29/2015,5,1,88,,,,10/28/2015,5,1,88,,,,,,,,,,2016/10/17,1,1,4,,,,88
C-50150,,,,11/14/2012,4,08/10/2012,08/21/2013,4,4,0,03/27/2014,4,0,06/27/2014,4,1,12/08/2014,4,1,1,,,05/29/2015,4,1,1,,,1,10/28/2015,4,1,1,,,,15-Feb-16,4,1,,,1,2016/10/17,1,1,4,,88,,
C-50151,,,,11/14/2012,1,08/10/2012,08/21/2013,1,4,0,03/27/2014,1,0,06/27/2014,7,1,12/08/2014,1,1,0,,,05/29/2015,1,1,0,,,,10/28/2015,1,1,0,,,,15-Feb-16,1,0,,,,2016/10/17,1,1,4,,0,,
C-50152,,,,11/14/2012,1,08/10/2012,08/21/2013,1,4,0,03/27/2014,1,0,06/23/2014,1,1,12/04/2014,1,1,1,,,05/29/2015,3,1,1,,,1,10/28/2015,3,1,1,,,,15-Feb-16,3,1,,,1,2016/10/17,1,1,4,,0,,
C-50153,,,,11/14/2012,88,08/10/2012,08/26/2013,3,4,0,03/27/2014,1,0,06/23/2014,2,1,12/04/2014,2,1,1,,,05/29/2015,2,1,88,,,,10/28/2015,3,1,1,,,1,15-Feb-16,2,88,,,,2016/10/17,1,1,4,,0,,
C-50154,10/31/2011,0,12/14/2011,11/14/2012,88,08/10/2012,10/01/2013,88,88,0,03/27/2014,1,0,06/23/2014,13,1,12/04/2014,13,1,1,,,08/27/2015,13,1,88,,,,10/28/2015,12,1,1,,,1,23-Mar-16,12,1,,,,2016/10/17,1,2,4,,0,,
