stand,date_1,nb_cats_1,date_2,date_3,date_4,nb_people_4,date_5,nb_people_5,time_property_5,nb_cats_5,date_6,nb_people_6,newhouse_6,date_7,nb_people_7,moving_7,date_8,nb_people_8,moving_8,ndohh_8,dohh_enough_8,dohh_toomany_8,date_9,nb_people_9,moving_9,ndohh_9,dohh_enough_9,dohh_toomany_9,dohh_number_9,date_10,nb_people_10,moving_10,ndohh_10,dohh_enough_10,dohh_toomany_10,dohh_number_10,date_11,nb_people_11,ndohh_11,dohh_enough_11,dohh_toomany_11,dohh_number_11,date_12,inhabited_12,stand_household_12,time_property_12,new_house_12,ndohh_12,dohh_toomany_12,dohh_enough_12
E-50286,07/13/2011,0,04/04/2012,12/21/2012,9,,07/24/2013,6,4,0,03/06/2014,8,0,07/16/2014,9,1,,,,,,,08/06/2015,8,1,1,,,1,01/19/2016,8,1,1,,,1,28-Apr-16,5,1,,,1,,,,,,,,
E-50287,07/13/2011,0,04/04/2012,12/21/2012,3,,,,,,03/06/2014,4,0,07/16/2014,4,1,,,,,,,08/06/2015,4,1,1,,,1,01/19/2016,8,1,1,,,1,28-Apr-16,3,1,,,1,,,,,,,,
E-50288,07/13/2011,0,04/03/2012,12/21/2012,9,,07/24/2013,9,4,0,03/06/2014,5,0,07/15/2014,9,1,,,,,,,08/06/2015,8,1,,88,,,01/19/2016,9,1,,88,,,28-Apr-16,8,,88,,,,,,,,,,
E-50289,07/14/2011,2,04/04/2012,12/21/2012,5,,07/24/2013,5,4,0,03/06/2014,4,0,07/15/2014,4,1,,,,,,,08/06/2015,4,1,1,,,1,01/19/2016,5,1,1,,,1,28-Apr-16,5,1,,,,,,,,,,,
E-50290,07/14/2011,0,04/03/2012,12/21/2012,2,,07/24/2013,2,4,0,04/28/2014,1,0,07/15/2014,2,1,,,,,,,08/14/2015,2,1,,88,,,01/20/2016,2,1,,88,,,28-Apr-16,2,1,,,,,,,,,,,
E-50291,07/13/2011,0,04/03/2012,,,,,,,,03/06/2014,5,0,07/15/2014,4,1,,,,,,,08/06/2015,4,1,88,,,,01/19/2016,6,1,1,,,1,28-Apr-16,5,1,,,1,,,,,,,,
E-50293,,,,,,,,,,,,,,,,,,,,,,,08/06/2015,3,1,88,,,,,,,,,,,28-Apr-16,1,1,,,1,,,,,,,,
E-50296,07/13/2011,0,04/03/2012,,,,07/24/2013,5,4,0,03/06/2014,3,0,07/15/2014,4,1,,,,,,,08/06/2015,3,1,88,,,,01/20/2016,2,1,88,,,,29-Jul-16,2,1,,,,2016/12/22,1,1,4,,0,,
E-50297,07/13/2011,0,04/03/2012,,,,,,,,03/06/2014,5,0,07/15/2014,4,1,,,,,,,08/06/2015,4,1,,88,,,,,,,,,,03-May-16,2,1,,,,,,,,,,,
E-50298,07/13/2011,0,,,,,,,,,03/06/2014,5,0,07/15/2014,5,1,,,,,,,08/06/2015,5,1,1,,,1,,,,,,,,26-Apr-16,2,88,,,,2016/12/22,1,1,4,,0,,
E-50299,07/13/2011,0,04/03/2012,,,,10/01/2013,88,88,0,03/07/2014,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-50300,07/13/2011,0,04/03/2012,12/05/2012,11,07/05/2012,07/25/2013,11,4,0,03/07/2014,11,0,07/07/2014,8,1,,,,,,,,,,,,,,01/07/2016,8,1,,88,,,29-Jul-16,8,,88,,,2016/12/22,1,1,4,,,,88
E-50301,07/13/2011,0,04/03/2012,12/05/2012,3,07/05/2012,07/25/2013,3,4,0,03/07/2014,3,0,07/07/2014,3,1,,,,,,,,,,,,,,01/07/2016,3,1,1,,,1,26-Apr-16,3,1,,,1,2016/12/22,1,1,4,,0,,
E-50302,07/13/2011,0,03/30/2012,12/05/2012,9,07/05/2012,07/25/2013,7,4,0,03/07/2014,9,0,07/07/2014,6,1,,,,,,,,,,,,,,01/07/2016,6,1,1,,,1,26-Apr-16,6,1,,,1,2016/12/22,1,1,4,,0,,
E-50303,07/13/2011,0,03/30/2012,12/05/2012,4,07/05/2012,07/25/2013,3,4,0,03/07/2014,7,0,07/07/2014,4,1,,,,,,,,,,,,,,01/07/2016,4,1,1,,,1,26-Apr-16,4,1,,,1,2016/12/22,1,1,4,,0,,
E-50304,07/13/2011,0,04/04/2012,12/04/2012,7,07/05/2012,07/25/2013,7,4,0,03/07/2014,7,0,07/07/2014,6,1,,,,,,,,,,,,,,01/07/2016,4,1,1,,,1,26-Apr-16,4,1,,,1,2016/12/22,1,1,4,,0,,
E-50305,07/13/2011,0,04/04/2012,12/04/2012,7,07/05/2012,07/25/2013,5,4,0,03/07/2014,7,0,07/07/2014,7,1,,,,,,,,,,,,,,01/07/2016,7,1,1,,,1,26-Apr-16,7,1,,,1,2016/12/22,1,1,4,,0,,
E-50306,,,04/10/2012,12/20/2012,1,,,,,,03/07/2014,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-50307,07/13/2011,0,04/12/2012,,,,07/25/2013,11,4,0,03/07/2014,5,0,07/07/2014,5,1,,,,,,,08/11/2015,5,1,88,,,,,,,,,,,20-May-16,5,1,,,1,2016/12/22,1,2,4,,0,,
E-50308,07/13/2011,0,04/12/2012,,,,07/25/2013,9,4,0,03/07/2014,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-50309,07/13/2011,0,04/12/2012,,,,07/25/2013,5,4,0,03/07/2014,1,0,07/07/2014,5,1,,,,,,,08/11/2015,4,1,1,,,1,,,,,,,,20-May-16,4,1,,,1,2016/12/22,1,1,4,,0,,
E-50310,,,02/03/2012,,,,,,,,,,,08/25/2014,3,1,,,,,,,,,,,,,,,,,,,,,20-May-16,1,1,,,1,2016/12/22,1,1,4,,0,,
E-50311,07/13/2011,0,04/04/2012,12/04/2012,4,,07/25/2013,4,4,0,03/07/2014,4,0,07/07/2014,4,1,,,,,,,08/06/2015,4,1,1,,,1,01/07/2016,4,1,1,,,1,26-Apr-16,4,1,,,1,2016/12/22,1,1,4,,0,,
E-50312,07/13/2011,0,04/10/2012,12/04/2012,2,07/05/2012,07/25/2013,3,4,0,03/07/2014,2,0,07/07/2014,2,1,,,,,,,08/06/2015,4,1,1,,,1,01/07/2016,2,1,88,,,,26-Apr-16,2,88,,,,2016/12/22,1,1,4,,0,,
E-50313,,,04/04/2012,12/04/2012,7,07/05/2012,07/25/2013,4,4,0,03/07/2014,7,0,07/07/2014,4,1,,,,,,,,,,,,,,01/07/2016,4,1,1,,,1,29-Jul-16,4,1,,,,2016/12/22,1,1,4,,0,,
E-50314,,,04/03/2012,12/05/2012,4,07/05/2012,07/25/2013,4,4,0,03/07/2014,4,0,07/07/2014,5,1,,,,,,,08/06/2015,5,1,1,,,1,01/07/2016,5,1,1,,,1,26-Apr-16,5,1,,,1,2016/12/22,1,1,4,,0,,
E-50315,07/13/2011,0,04/03/2012,12/05/2012,1,07/05/2012,07/25/2013,1,4,0,03/07/2014,1,0,07/07/2014,1,1,,,,,,,08/06/2015,2,1,1,,,1,01/07/2016,3,1,88,,,,26-Apr-16,3,88,,,,2016/12/22,1,1,4,,0,,
E-50316,07/13/2011,0,04/03/2012,12/05/2012,2,07/05/2012,,,,,,,,07/07/2014,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-50317,07/14/2011,0,04/03/2012,,,07/05/2012,07/25/2013,10,4,0,03/07/2014,5,0,07/07/2014,6,1,,,,,,,,,,,,,,01/07/2016,6,1,,88,,,26-Apr-16,6,,88,,,2016/12/22,1,1,4,,,1,0
E-50318,07/13/2011,0,04/04/2012,12/05/2012,88,07/05/2012,09/12/2013,1,4,0,03/07/2014,4,0,07/07/2014,1,1,,,,,,,,,,,,,,01/07/2016,1,1,88,,,,,,,,,,,,,,,,,
E-50319,07/13/2011,0,,12/13/2012,88,07/19/2012,,,,,03/06/2014,2,0,07/15/2014,1,1,,,,,,,08/06/2015,1,1,1,,,1,,,,,,,,03-May-16,4,1,,,1,2016/12/22,1,1,4,,0,,
E-50320,07/13/2011,0,,12/13/2012,88,07/19/2012,,,,,03/06/2014,3,0,07/15/2014,5,1,,,,,,,08/06/2015,5,1,1,,,1,,,,,,,,03-May-16,7,1,,,1,2016/12/22,1,1,4,,0,,
E-50321,,,,,,,,,,,03/06/2014,3,0,07/15/2014,4,1,,,,,,,,,,,,,,,,,,,,,03-May-16,4,1,,,,2016/12/22,1,1,4,,0,,
E-50322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03-May-16,4,1,,,,2016/12/22,1,1,4,,0,,
E-50323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/20/2016,3,1,1,,,1,29-Jul-16,3,1,,,1,,,,,,,,
E-50324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/20/2016,4,1,1,,,1,29-Jul-16,1,1,,,,,,,,,,,
E-50325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/20/2016,5,1,1,,,1,29-Jul-16,5,1,,,,,,,,,,,
E-50326,07/13/2011,0,,12/13/2012,1,07/19/2012,,,,,03/06/2014,2,0,07/15/2014,1,1,,,,,,,08/06/2015,1,1,1,,,1,01/20/2016,1,1,1,,,,28-Apr-16,1,1,,,1,2016/12/20,1,1,4,,0,,
E-50327,07/13/2011,0,04/03/2012,12/13/2012,1,07/19/2012,,,,,03/06/2014,2,0,07/15/2014,2,1,,,,,,,08/06/2015,2,1,88,,,,01/20/2016,3,1,1,,,1,28-Apr-16,3,1,,,,2016/12/20,1,1,4,,0,,
E-50328,07/13/2011,0,04/04/2012,12/13/2012,1,07/19/2012,,,,,03/06/2014,1,0,07/15/2014,1,1,,,,,,,08/06/2015,2,1,88,,,,,,,,,,,28-Apr-16,1,1,,,,2016/12/20,1,1,4,,0,,
E-50329,07/14/2011,0,04/03/2012,12/20/2012,8,07/05/2012,07/25/2013,8,4,0,04/11/2014,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016/12/20,1,1,4,,,,88
E-50330,08/17/2011,0,04/03/2012,12/20/2012,4,07/05/2012,,,,,03/05/2014,4,0,07/15/2014,4,1,,,,,,,08/06/2015,4,1,88,,,,,,,,,,,20-May-16,4,88,,,,2016/12/20,1,1,4,,0,,
E-50331,07/13/2011,0,04/03/2012,12/20/2012,6,07/05/2012,07/25/2013,6,4,0,03/05/2014,6,0,07/15/2014,8,1,,,,,,,08/06/2015,8,1,1,,,1,01/20/2016,8,1,1,,,1,20-May-16,8,1,,,1,2016/12/20,1,1,4,,0,,
E-50332,07/14/2011,0,04/03/2012,12/20/2012,6,07/05/2012,07/25/2013,6,4,0,03/07/2014,6,0,07/15/2014,7,1,,,,,,,08/06/2015,5,1,88,,,,01/20/2016,3,1,1,,,1,20-May-16,3,1,,,1,2016/12/20,1,1,4,,0,,
E-50333,07/14/2011,0,04/03/2012,,,07/05/2012,,,,,03/07/2014,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-50334,07/14/2011,0,04/02/2012,12/20/2012,7,07/05/2012,07/25/2013,5,4,0,03/04/2014,5,0,07/11/2014,7,1,,,,,,,08/11/2015,7,1,1,,,2,01/20/2016,7,1,1,,,1,20-May-16,7,1,,,1,2016/12/20,1,1,4,,0,,
E-50335,07/13/2011,0,04/04/2012,12/20/2012,5,07/19/2012,07/25/2013,5,4,0,03/04/2014,4,0,07/11/2014,5,1,,,,,,,08/11/2015,5,1,0,,,,01/20/2016,5,1,1,,,1,20-May-16,5,1,,,1,2016/12/20,1,1,4,,0,,
E-50336,07/13/2011,0,04/03/2012,12/20/2012,1,07/19/2012,07/25/2013,2,4,0,03/04/2014,1,0,07/11/2014,1,1,,,,,,,08/11/2015,1,1,1,,,1,,,,,,,,20-May-16,1,88,,,,2016/12/20,1,1,4,,0,,
E-50337,07/13/2011,0,04/02/2012,,,,,,,,03/05/2014,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-50338,07/13/2011,0,04/03/2012,12/20/2012,5,07/05/2012,07/25/2013,5,4,0,03/07/2014,5,0,07/15/2014,4,1,,,,,,,08/06/2015,4,1,1,,,1,01/20/2016,5,1,1,,,1,20-May-16,5,1,,,1,2016/12/20,1,1,4,,0,,
E-50339,07/13/2011,0,04/03/2012,12/20/2012,1,07/05/2012,07/25/2013,1,4,0,03/07/2014,1,0,07/15/2014,1,1,,,,,,,,,,,,,,01/20/2016,1,1,1,,,,20-May-16,1,1,,,1,2016/12/20,1,1,4,,0,,
E-50340,,,,12/20/2012,5,07/05/2012,07/25/2013,5,4,0,03/05/2014,5,0,07/15/2014,5,1,,,,,,,08/06/2015,3,1,1,,,1,01/20/2016,5,1,1,,,1,20-May-16,5,1,,,1,2016/12/20,1,1,4,,0,,
E-50341,,,04/03/2012,12/20/2012,5,07/19/2012,,,,,03/06/2014,2,0,07/15/2014,4,1,,,,,,,,,,,,,,01/20/2016,3,1,0,,,,,,,,,,2016/12/20,1,1,4,,0,,
E-50342,,,04/03/2012,12/13/2012,2,07/19/2012,,,,,03/06/2014,4,0,07/15/2014,2,1,,,,,,,08/06/2015,3,1,1,,,1,01/20/2016,3,1,1,,,11,,,,,,,2016/12/20,1,1,4,,0,,
E-50344,,,,,,07/19/2012,10/01/2013,88,88,0,03/06/2014,4,0,07/15/2014,5,1,,,,,,,08/06/2015,3,1,1,,,1,01/20/2016,3,1,1,,,1,28-Apr-16,3,1,,,1,2016/12/20,1,1,4,,0,,
E-50345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/20/2016,3,1,1,,,1,,,,,,,,,,,,,,
E-50349,,,,,,07/19/2012,,,,,03/04/2014,4,0,07/15/2014,5,1,,,,,,,,,,,,,,01/07/2016,5,1,1,,,1,26-Apr-16,5,1,,,1,2016/12/20,1,1,4,,0,,
E-50350,,,,12/13/2012,1,07/19/2012,,,,,03/04/2014,1,0,07/15/2014,1,1,,,,,,,,,,,,,,01/07/2016,3,1,1,,,1,26-Apr-16,3,1,,,1,2016/12/20,1,1,4,,0,,
E-50351,,,04/03/2012,12/20/2012,10,,10/01/2013,88,88,0,05/05/2014,2,1,,,,,,,,,,,,,,,,,,,,,,,,28-Apr-16,5,,88,,,2016/12/20,1,1,4,,,,88
E-60013,07/13/2011,0,,12/12/2012,4,07/19/2012,08/01/2013,4,4,0,03/04/2014,4,0,07/08/2014,4,1,,,,,,,07/28/2015,4,1,1,,,1,01/05/2016,4,1,1,,,1,05-May-16,4,88,,,,2016/12/19,1,1,4,,88,,
E-60014,07/13/2011,0,04/02/2012,12/12/2012,88,,08/01/2013,3,4,0,03/04/2014,3,0,07/08/2014,3,1,,,,,,,07/28/2015,4,1,1,,,1,01/05/2016,4,1,1,,,1,05-May-16,4,1,,,1,2016/12/19,1,1,4,,0,,
E-60015,07/13/2011,0,,12/12/2012,8,07/19/2012,08/01/2013,9,4,0,03/04/2014,8,0,07/08/2014,8,1,,,,,,,07/28/2015,8,1,88,,,,,,,,,,,05-May-16,8,88,,,,2016/12/19,1,1,4,,0,,
E-60016,07/13/2011,0,,12/12/2012,1,,08/01/2013,1,4,0,04/25/2014,2,0,07/08/2014,1,1,,,,,,,07/28/2015,1,1,0,,,,01/05/2016,1,1,0,,,,05-May-16,1,0,,,,2016/12/19,1,1,4,,0,,
E-60017,,,,12/12/2012,4,,08/01/2013,3,4,0,03/04/2014,4,0,07/08/2014,4,1,,,,,,,08/03/2015,4,1,1,,,1,01/05/2016,4,1,88,,,,05-May-16,4,88,,,,2016/12/19,1,1,4,,0,,
E-60018,,,04/04/2012,12/12/2012,88,07/20/2012,08/02/2013,2,4,0,03/04/2014,1,0,07/11/2014,1,1,,,,,,,08/03/2015,1,1,88,,,,01/05/2016,1,1,1,,,1,05-May-16,2,1,,,1,2016/12/19,1,1,4,,0,,
E-60019,,,,12/20/2012,7,07/20/2012,08/01/2013,6,4,0,03/05/2014,7,0,07/11/2014,7,1,,,,,,,08/03/2015,9,1,1,,,1,01/05/2016,7,1,1,,,1,10-May-16,9,1,,,1,2016/12/14,1,1,4,,0,,
E-60020,,,,12/21/2012,8,07/31/2012,08/01/2013,6,4,4,03/05/2014,8,0,07/11/2014,8,1,,,,,,,08/03/2015,8,1,1,,,1,01/05/2016,8,1,1,,,1,10-May-16,8,1,,,1,2016/12/14,1,1,4,,0,,
E-60021,07/12/2011,0,02/13/2012,12/12/2012,88,07/20/2012,10/01/2013,,88,0,03/05/2014,7,0,,,,,,,,,,08/03/2015,5,1,1,,,1,01/05/2016,5,1,1,,,1,10-May-16,5,1,,,1,2016/12/14,1,1,4,,0,,
E-60022,07/12/2011,0,02/13/2012,12/12/2012,8,07/20/2012,08/01/2013,7,4,0,03/05/2014,8,0,07/11/2014,5,1,,,,,,,08/03/2015,7,1,1,,,1,01/05/2016,7,1,1,,,1,10-May-16,7,1,,,1,2016/12/14,1,1,4,,0,,
E-60023,,,02/13/2012,12/12/2012,1,07/20/2012,08/01/2013,1,4,0,03/05/2014,2,0,07/11/2014,1,1,,,,,,,08/03/2015,1,1,88,,,,01/05/2016,1,1,88,,,,10-May-16,1,88,,,,2016/12/14,1,1,4,,0,,
E-60024,,,,12/12/2012,9,07/20/2012,08/01/2013,9,4,0,03/05/2014,8,0,07/11/2014,9,1,,,,,,,08/03/2015,4,1,1,,,1,01/05/2016,4,1,1,,,1,10-May-16,4,1,,,1,2016/12/14,1,1,4,,0,,
E-60025,07/12/2011,0,02/13/2012,12/20/2012,88,07/20/2012,08/01/2013,3,4,0,03/05/2014,2,0,07/11/2014,4,1,,,,,,,08/03/2015,4,1,88,,,,01/05/2016,4,1,1,,,1,10-May-16,4,1,,,1,2016/12/14,1,1,4,,0,,
E-60026,07/12/2011,0,02/13/2012,12/20/2012,6,07/20/2012,08/01/2013,6,4,0,03/05/2014,7,0,07/11/2014,6,1,,,,,,,08/03/2015,6,1,1,,,1,01/05/2016,6,1,1,,,1,10-May-16,6,1,,,1,2016/12/14,1,1,4,,0,,
E-60027,,,02/13/2012,12/20/2012,9,07/20/2012,08/01/2013,8,4,0,03/05/2014,9,0,07/11/2014,8,1,,,,,,,08/03/2015,6,1,1,,,1,01/05/2016,6,1,1,,,1,10-May-16,6,1,,,1,,,,,,,,
E-60028,07/12/2011,0,,12/21/2012,6,07/20/2012,08/01/2013,6,4,0,03/05/2014,6,0,07/11/2014,6,1,10/24/2014,6,1,,0,,08/03/2015,6,1,88,,,,01/05/2016,6,1,1,,,1,10-May-16,6,1,,,1,2016/12/14,1,1,4,,0,,
E-60029,07/12/2011,0,,12/12/2012,88,07/20/2012,,,,,02/27/2014,2,0,07/09/2014,2,1,10/28/2014,2,1,88,,,08/03/2015,2,1,1,,,1,01/05/2016,2,1,1,,,1,10-May-16,2,1,,,1,2016/12/14,1,1,4,,0,,
E-60030,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/05/2016,1,1,1,,,,17-May-16,1,1,,,,2016/12/14,1,1,4,,0,,
E-60031,07/12/2011,0,02/03/2012,12/12/2012,2,07/26/2012,08/01/2013,4,4,0,02/27/2014,4,0,07/09/2014,4,1,10/28/2014,4,1,1,,,08/03/2015,3,1,88,,,,01/05/2016,3,1,88,,,,17-May-16,3,1,,,1,2016/12/14,1,1,4,,0,,
E-60032,07/14/2011,0,02/03/2012,12/12/2012,3,07/26/2012,08/01/2013,8,4,0,02/27/2014,5,0,07/09/2014,4,1,10/28/2014,4,1,1,,,08/03/2015,9,1,1,,,1,01/05/2016,9,1,1,,,1,17-May-16,9,1,,,1,2016/12/14,1,1,4,,0,,
E-60033,07/12/2011,0,02/03/2012,12/21/2012,7,07/26/2012,09/11/2013,7,4,0,05/07/2014,7,0,07/09/2014,7,1,10/28/2014,7,1,,0,,07/27/2015,7,1,,88,,,01/05/2016,7,1,1,,,,17-May-16,8,1,,,,2016/12/14,1,1,4,,,,88
E-60034,07/12/2011,0,01/24/2012,12/12/2012,3,,08/01/2013,1,4,0,02/27/2014,2,0,07/09/2014,2,1,10/28/2014,5,1,0,,,08/03/2015,2,1,,88,,,,,,,,,,17-May-16,1,,88,,,2016/12/14,1,1,4,,,,1
E-60034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01/05/2016,1,1,,1,1,1,17-May-16,1,,88,,,2016/12/14,1,1,4,,,,1
E-60035,07/12/2011,0,02/03/2012,12/12/2012,6,07/26/2012,09/11/2013,2,4,0,02/27/2014,4,0,07/09/2014,4,1,10/28/2014,5,1,,1,0,08/03/2015,4,1,88,,,,01/05/2016,4,1,1,,,1,17-May-16,4,1,,,,2016/12/14,1,1,4,,88,,
E-60036,07/12/2011,0,02/13/2012,12/12/2012,3,07/26/2012,09/11/2013,4,4,88,02/27/2014,3,0,07/09/2014,5,1,10/28/2014,5,1,,0,,08/03/2015,5,1,,88,,,01/05/2016,5,1,,88,,,17-May-16,5,,88,,,2016/12/14,1,1,4,,,,1
E-60037,07/12/2011,0,02/03/2012,12/12/2012,6,07/26/2012,09/10/2013,3,4,0,02/27/2014,3,0,07/09/2014,6,1,10/28/2014,6,1,1,,,08/03/2015,6,1,1,,,1,01/05/2016,6,1,1,,,1,17-May-16,6,1,,,,2016/12/14,1,1,4,,0,,
E-60038,07/12/2011,0,,12/12/2012,9,08/10/2012,08/01/2013,8,4,0,02/27/2014,9,0,07/09/2014,9,1,10/28/2014,9,1,0,,,08/03/2015,9,1,88,,,,01/05/2016,9,1,88,,,,17-May-16,9,1,,,1,2016/12/14,1,1,4,,0,,
E-60039,07/12/2011,0,02/17/2012,12/20/2012,2,08/10/2012,08/01/2013,3,4,0,02/27/2014,1,0,07/09/2014,2,1,10/28/2014,2,1,88,,,08/03/2015,3,1,,88,,,01/05/2016,3,1,,88,,,17-May-16,3,,88,,,2016/12/14,1,1,4,,,,1
E-60041,07/12/2011,0,02/13/2012,12/20/2012,88,07/26/2012,08/01/2013,6,4,0,03/05/2014,1,0,07/11/2014,4,1,,,,,,,08/03/2015,7,1,1,,,1,01/05/2016,7,1,1,,,1,10-May-16,7,1,,,,2016/12/14,1,1,4,,0,,
E-60042,07/12/2011,0,,12/13/2012,5,07/26/2012,08/01/2013,4,4,0,02/27/2014,4,0,07/09/2014,4,1,10/28/2014,4,1,0,,,08/03/2015,4,1,88,,,,01/05/2016,4,1,88,,,,17-May-16,4,88,,,,2016/12/14,1,1,4,,0,,
E-60043,07/13/2011,0,,12/20/2012,6,,08/01/2013,1,3,0,02/27/2014,1,0,07/09/2014,1,1,10/28/2014,1,1,0,,,08/03/2015,3,1,1,,,1,01/05/2016,3,1,1,,,1,17-May-16,3,1,,,,2016/12/14,1,1,4,,0,,
E-60044,,,02/17/2012,12/12/2012,7,07/20/2012,08/01/2013,4,4,0,02/27/2014,6,0,07/08/2014,7,1,,,,,,,08/03/2015,7,1,1,,,1,01/05/2016,7,1,1,,,1,17-May-16,7,88,,,,2016/12/19,1,1,4,,0,,
E-60045,,,04/02/2012,12/21/2012,6,07/20/2012,08/01/2013,6,4,0,02/27/2014,5,0,07/09/2014,6,1,10/28/2014,6,1,1,,,07/28/2015,6,1,1,,,1,,,,,,,,17-May-16,6,88,,,,2016/12/19,1,1,4,,0,,
E-60047,,,04/02/2012,,,,08/01/2013,5,4,0,03/04/2014,4,0,07/11/2014,4,1,,,,,,,07/28/2015,4,1,88,,,,01/06/2016,4,1,88,,,,05-May-16,4,88,,,,2016/12/20,1,1,4,,0,,
E-60048,,,,12/12/2012,5,,08/01/2013,4,4,0,03/04/2014,5,0,07/11/2014,5,1,,,,,,,07/28/2015,6,1,1,,,1,01/06/2016,6,1,1,,,1,29-Jul-16,6,1,,,1,,,,,,,,
E-60050,07/13/2011,0,04/04/2012,12/12/2012,2,07/20/2012,08/01/2013,3,4,0,03/04/2014,3,0,07/11/2014,2,1,,,,,,,07/28/2015,3,1,1,,,1,01/06/2016,4,1,1,,,1,05-May-16,4,1,,,1,2016/12/20,1,1,4,,0,,
E-60051,07/13/2011,0,03/30/2012,12/12/2012,5,07/20/2012,08/01/2013,6,4,0,03/04/2014,6,0,07/11/2014,5,1,,,,,,,07/28/2015,5,1,1,,,1,01/06/2016,5,1,88,,,,05-May-16,5,1,,,1,2016/12/20,1,1,4,,0,,
E-60052,07/13/2011,0,04/02/2012,12/12/2012,88,07/19/2012,08/01/2013,4,4,0,03/04/2014,5,0,07/11/2014,3,1,,,,,,,07/28/2015,3,1,88,,,,01/06/2016,3,1,1,,,,05-May-16,3,88,,,,2016/12/20,1,1,4,,0,,
E-60053,07/13/2011,0,04/02/2012,12/12/2012,9,07/20/2012,08/01/2013,6,4,0,03/04/2014,6,0,07/11/2014,7,1,,,,,,,07/28/2015,7,1,1,,,2,01/06/2016,7,1,1,,,1,05-May-16,4,1,,,1,2016/12/20,1,1,4,,0,,
E-60054,07/13/2011,0,04/02/2012,12/20/2012,1,07/19/2012,08/01/2013,8,4,0,03/04/2014,6,0,07/11/2014,2,1,,,,,,,08/11/2015,2,1,1,,,1,01/06/2016,2,1,1,,,1,05-May-16,3,1,,,,,,,,,,,
E-60056,07/14/2011,1,04/02/2012,12/20/2012,5,,08/01/2013,9,4,0,03/04/2014,7,0,07/16/2014,5,1,,,,,,,08/11/2015,5,1,88,,,,01/07/2016,3,1,1,,,1,05-May-16,3,1,,,1,,,,,,,,
E-60058,07/13/2011,0,04/02/2012,12/20/2012,4,07/19/2012,08/01/2013,6,4,0,03/04/2014,4,0,07/16/2014,3,1,,,,,,,,,,,,,,01/07/2016,4,1,88,,,,05-May-16,4,88,,,,2016/12/20,1,1,4,,88,,
E-60059,,,04/02/2012,12/13/2012,3,07/19/2012,,,,,03/04/2014,4,0,07/11/2014,3,1,,,,,,,08/11/2015,3,1,1,,,2,01/07/2016,3,1,0,,,,05-May-16,3,0,,,,2016/12/20,1,1,4,,0,,
E-60060,07/13/2011,0,,12/12/2012,88,07/20/2012,09/18/2013,4,4,0,03/04/2014,5,0,07/11/2014,4,1,,,,,,,08/12/2015,4,1,88,,,,01/06/2016,4,1,1,,,1,18-May-16,4,1,,,,2016/12/19,1,1,4,,0,,
E-60061,07/13/2011,0,04/02/2012,12/13/2012,3,07/19/2012,,,,,03/04/2014,6,0,07/11/2014,3,1,,,,,,,08/11/2015,3,1,1,,,1,01/07/2016,3,1,88,,,,05-May-16,3,88,,,,2016/12/20,1,1,4,,0,,
E-60062,07/13/2011,0,04/02/2012,12/13/2012,6,07/19/2012,09/18/2013,6,4,0,03/04/2014,6,0,07/11/2014,6,1,,,,,,,08/11/2015,6,1,1,,,1,01/07/2016,6,1,1,,,1,05-May-16,6,1,,,1,2016/12/20,1,1,4,,88,,
E-60063,07/13/2011,0,04/04/2012,12/13/2012,5,07/19/2012,,,,,03/04/2014,5,0,07/11/2014,5,1,,,,,,,08/11/2015,5,1,1,,,1,01/07/2016,5,1,1,,,1,05-May-16,5,1,,,,2016/12/20,1,1,4,,0,,
E-60064,07/13/2011,0,04/02/2012,12/20/2012,2,07/19/2012,08/01/2013,5,4,0,03/04/2014,3,0,07/09/2014,2,1,10/28/2014,2,1,0,,,,,,,,,,01/07/2016,3,1,0,,,,05-May-16,3,1,,,1,2016/12/19,1,1,4,,0,,
E-60065,07/13/2011,0,04/02/2012,12/13/2012,8,07/19/2012,08/01/2013,9,4,0,03/04/2014,8,0,07/09/2014,11,1,10/28/2014,11,1,0,,,,,,,,,,01/07/2016,11,1,1,,,1,29-Jul-16,11,1,,,,2016/12/19,1,1,4,,0,,
E-60066,07/13/2011,0,04/03/2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E-60067,07/13/2011,0,03/30/2012,12/13/2012,1,07/19/2012,,,,,02/27/2014,3,0,,,,,,,,,,07/28/2015,3,1,1,,,1,,,,,,,,,,,,,,,,,,,,,
